source_summary_sha256,facet_type,facet_id,severity,severity_clustered_se,severity_clustered_95_lower,severity_clustered_95_upper,raw_trigger_rate
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-10-1,0.19186884972005014,0.6142165851917738,-1.0119956572558264,1.395733356695927,0.5555555555555556
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-10-3,-0.3948855139528333,0.31238620612123597,-1.0071624779504558,0.21739145004478916,0.6862745098039216
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-12-2,0.751311382921545,0.22968755003608887,0.3011237848508108,1.2014989809922791,0.42592592592592593
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-12-4,1.117462812015978,0.3207661589319109,0.48876114050943265,1.7461644835225232,0.3333333333333333
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-13-1,-0.029465185489763106,0.19275935839382505,-0.4072735279416602,0.34834315696213397,0.6078431372549019
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-13-3,-0.031581419442269346,0.25637228603813905,-0.5340711000770219,0.4709082611924832,0.6041666666666666
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-13-5,-0.6261657099099901,0.25058888936744206,-1.1173199330701764,-0.13501148674980368,0.7291666666666666
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-13-6,-0.308327217032429,0.3206918455261315,-0.9368832342636466,0.3202288001987887,0.6666666666666666
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-14-1,-1.2660767765881156,0.2897754078626597,-1.8340365759989286,-0.6981169771773026,0.8333333333333334
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-14-3,0.9160958435753246,0.17111841188954743,0.5807037562718116,1.2514879308788376,0.3888888888888889
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-14-8,-0.4897832945663921,0.22824450220632853,-0.937142518890796,-0.04242407024198819,0.7037037037037037
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-15-1,0.9160958435753249,0.20560388900565185,0.5131122211242474,1.3190794660264025,0.3888888888888889
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-15-2,-0.47121124323737634,0.2443306999427711,-0.9500994151252077,0.007676928650454995,0.6904761904761905
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-15-7,0.11134391025092401,0.22859449388209965,-0.3367012977579913,0.5593891182598393,0.5740740740740741
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-15-8,0.1918688497200496,0.6142252343028495,-1.0120126095135353,1.3957503089536345,0.5555555555555556
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-16-1,-1.2069827756324754,0.3031509467842701,-1.8011586313296448,-0.6128069199353059,0.8235294117647058
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-18-5,-0.3977160090440266,0.2063282225500727,-0.802119325242169,0.006687307154115862,0.6851851851851852
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-18-7,-0.05013771584484192,0.2094324637104905,-0.46062534471740335,0.36034991302771946,0.6078431372549019
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-19-1,0.40588992168235544,0.20831447726407643,-0.00240645375523435,0.8141862971199452,0.5
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,task,da-19-6,0.6703954472789613,0.25280070658407217,0.17490606237417983,1.1658848321837427,0.4444444444444444
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,method,weak_minus_strong,0.22484318686454827,0.108111517558218,0.012944612450440984,0.43674176127865555,0.5488958990536278
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,method,selected_minus_holdout,0.47901673298727554,0.10529431708892995,0.27263987149297286,0.6853935944815782,0.4921135646687697
d215346f80c8b68bb0491b9baefdb9fdd60aa36b18de3c367b31ff7f21e899ea,method,strong_minus_holistic,-0.7038599198518238,0.12301338787969197,-0.9449661600960201,-0.4627536796076276,0.7381703470031545
